# x,y,acc
9.000000000000000000e+00,0.000000000000000000e+00,2.966306622249413882e-01
9.000000000000000000e+00,1.000000000000000000e+00,2.362755451155258424e-01
9.000000000000000000e+00,2.000000000000000000e+00,6.409459998337072584e-01
9.000000000000000000e+00,3.000000000000000000e+00,4.432836680906800941e-01
9.000000000000000000e+00,4.000000000000000000e+00,8.983392203747272431e-01
9.000000000000000000e+00,5.000000000000000000e+00,5.935458057153142342e-02
9.000000000000000000e+00,6.000000000000000000e+00,2.012711359515393372e-01
9.000000000000000000e+00,7.000000000000000000e+00,9.873698136236793710e-01
9.000000000000000000e+00,8.000000000000000000e+00,9.787754202619116661e-01
9.000000000000000000e+00,9.000000000000000000e+00,2.851797601850712960e-01
